text,label
You can submit it whenever.,1
"Before I forget, I wanted to",0
I'll send a reminder later.,1
I’ll prepare a summary slide.,1
He's supposed to send it before the,0
We might want to recheck the way it,0
I uploaded it to the shared folder.,1
We haven’t received the confirmation for the,0
We missed that step when we,0
She’s going to follow up with the,0
It’s been pushed to production.,1
I'll send the invitation shortly.,1
That should be added once we,0
I believe that wraps it up.,1
No issues from my end.,1
That’s all I had to share.,1
Let me ping him again to see if,0
We might run into issues unless we,0
We’ll present the results tomorrow.,1
There are no open issues now.,1
Let me reach out and confirm if,0
Let me know if you need more time.,1
We can’t proceed until we get the,0
There’s more to it but I’ll,0
That’s already been taken care of.,1
All the sections are complete.,1
The changes have been deployed.,1
We were close to finishing when,0
The fix is live now.,1
I’ll clean up the document now.,1
They were reviewing it before,0
I'll follow up after this call.,1
Everything looks accurate to me.,1
You could try restarting it if,0
It’s unclear whether they actually,0
They said they’ll reply once they,0
They told me it should be ready but,0
Couldn’t access the dashboard because,0
Unless you think we should,0
"Thanks, I’ve received the update.",1
It’s included in the report.,1
She tried to update it but,0
They’ve been working on that but,0
The details will be clearer once we,0
"After we finish this, we can",0
"Yes, I checked and it’s working.",1
The document is now final.,1
We should have time unless,0
"If that doesn’t work, we’ll",0
It was confusing when she,0
We’re good to go on this task.,1
Just need to validate the last,0
They approved it without any changes.,1
We’ve locked in the date.,1
I already sent the confirmation.,1
The review went smoothly.,1
We can finalize that once the,0
This looks much better than before.,1
I’ll get started on the next task.,1
All files have been uploaded.,1
He joined just a few minutes ago.,1
I think we should verify the,0
I saw your notes—very helpful.,1
Let’s see how it performs after we,0
Let's reconvene after lunch.,1
She's reviewing it now.,1
Let’s revisit this topic if we,0
Can we check on that after we,0
We finalized the notes together.,1
We didn’t realize it was still,0
That concludes my update.,1
We agreed to move forward with it.,1
She didn’t say whether it’s going to,0
"Unless we hear from them, we",0
The files are missing from the,0
The proposal has been accepted.,1
That section needs to be reviewed before we,0
Everything was submitted on time.,1
I'll be offline after 5 today.,1
"Yes, I reviewed that yesterday.",1
Let me approve it right now.,1
He didn’t mention the updated,0
He was about to explain when,0
He might suggest something different if,0
This matches what we discussed.,1
I'll notify everyone on the team.,1
You should see the update live now.,1
This should be easier if we,0
We assumed they had already,0
He gave his feedback earlier.,1
The client has signed the agreement.,1
She said it depends on the,0
Let’s hold off until they,0
It looks ready to publish.,1
I wasn’t expecting it to fail when,0
We could add that in the,0
I’ve completed the checklist.,1
Everyone is aligned on this now.,1
I'm waiting to see if he,0
I’ll add that once I,0
I appreciate your quick response.,1
He couldn’t make it because,0
We’d need more data before we,0
He’s probably waiting on the final,0
I’ll handle that after lunch.,1
No further action is needed from your side.,1
Let me know when you’ve reviewed it.,1
She didn’t say anything after the,0
They flagged an error when trying to,0
You can go ahead and close the issue.,1
Could be related to the last,0
We’ve met all the criteria.,1
The notes have been shared with the group.,1
That timeline still works for us.,1
"Yes, we’ve sent out the invites.",1
We’ll start the next phase tomorrow.,1
She’ll update us once she,0
It was part of the original but now it,0
Not sure whether we can finish before,0
Let’s circle back once we hear from,0
All the metrics look good.,1
The new version resolves the bugs.,1
We tried to validate it but,0
That completes the checklist.,1
I couldn’t get a clear answer when,0
You’ll find all the files in the folder.,1
The system should restart automatically unless,0
We lost access right after they,0
We’ll need their input before we,0
We’ll probably need to create a,0
I haven’t looked into that part yet because,0
It would help if they could also,0
We assumed it was included with the,0
The logs have been archived properly.,1
That depends on how they decide to,0
It looks like we’ve covered all points.,1
They’ve finished the final draft.,1
The issue came up when they tried to,0
We were checking the logs and noticed,0
We’re right on schedule.,1
"Once we adjust that, we can then",0
No major issues were reported.,1
The remaining parts weren’t ready when,0
That’s exactly what we agreed on.,1
This version looks much cleaner.,1
It stopped responding right after we,0
It was strange that the report didn’t,0
I’ll double-check it once I,0
The client has confirmed their approval.,1
He submitted the update a minute ago.,1
I’ve sent the follow-up just now.,1
There might be a conflict with the,0
He mentioned something about the,0
They accepted the proposal without edits.,1
Everything is aligned with the initial plan.,1
It’s already synced with the server.,1
She completed her part early this morning.,1
We should be good to publish now.,1
I think we’ve nailed the final version.,1
They requested changes but didn’t,0
"If nothing else comes up, we can",0
The results were unclear because,0
We might need to reassign this if,0
The checklist has been completed.,1
We’ve integrated all the feedback.,1
I pushed the fix this morning.,1
We didn’t complete the testing for the,0
Everything is in place for the rollout.,1
She handled that part yesterday.,1
We’ll have to reschedule unless they,0
I followed up on your behalf.,1
Let’s document this in the report.,1
I’ve shared the updated link.,1
It depends on how soon we can,0
The workflow seems stable now.,1
We're ready to proceed as planned.,1
They were discussing whether we should,0
Just added the reference to the doc.,1
Let’s keep it open until we,0
The session was very productive.,1
Please confirm once you receive it.,1
The call has been scheduled for Monday.,1
Let’s revisit this after we see the,0
They couldn’t access the platform due to,0
Let me know when we should,0
She might join later if she,0
I haven’t gotten a reply from the,0
It’s been verified and approved.,1
He was preparing the slides but,0
She didn’t confirm whether she’ll be,0
I’m not sure how we’ll handle the,0
Let’s verify that after we test the,0
He was supposed to send that by,0
It’s already on the shared drive.,1
She’s wrapping it up as we speak.,1
I planned to bring it up during the,0
We’ve checked it multiple times.,1
"Thanks, I’ll make a note of that.",1
Let me finalize this and send it over.,1
We’ve captured all relevant points.,1
We can finalize that after we get the,0
That might cause delays if they,0
Everything has been finalized.,1
It’s ready for internal review.,1
We checked compatibility yesterday.,1
I’ll try to check that once,0
He didn’t explain why the,0
Couldn’t locate the source for the,0
Not sure what to do if the,0
"Unless we hear back soon, we",0
The files are backed up properly.,1
I’ve included all the updates.,1
We might get approval if the,0
"Once the review is done, we can",0
He’s wrapping up the last item.,1
They were happy with the changes.,1
You’re all set for the demo.,1
He mentioned something about changing the,0
Let’s proceed with the approved plan.,1
He filled out the form.,1
We sent the invoice last night.,1
The document should’ve included the,0
We lost some progress when,0
I’m still trying to get clarity on the,0
There’s a problem with the last,0
That’s all for today’s agenda.,1
We aligned on all next steps.,1
The file didn’t upload when I,0
It meets all the specifications.,1
"Once we draft it, we should",0
I'll submit this after our call.,1
There’s more to that issue than we,0
Let’s push the changes to staging.,1
The notification has gone out.,1
We’ll start testing tomorrow morning.,1
It’s ready for release.,1
We’ll make the announcement tomorrow.,1
She asked me to remind you to,0
This won’t work unless we first,0
We couldn’t complete it because of the,0
This will depend on what they,0
I completed it just before the meeting.,1
Let me look into that and,0
It’s not working the way we,0
They started the deployment but,0
There’s a note missing in the,0
The report looks good to go.,1
We assumed it was included but,0
This makes sense only if we,0
I'll handle the submission today.,1
We’ll need to address that once we,0
I’ve cross-checked all entries.,1
You didn’t get the email because,0
We approved it after the last check.,1
It’s safe to proceed.,1
"Yes, I’ll finish the slide deck tonight.",1
I haven’t had a chance to,0
Let’s reschedule that once we,0
We submitted the final version.,1
"If we delay this, then the",0
We were about to finalize the,0
We were reviewing the numbers but,0
The site is now functioning correctly.,1
He didn’t send the final email so we,0
"If she’s unavailable, we’ll",0
He left early and didn’t get to,0
They closed the support ticket.,1
He was checking the logs before he,0
Let’s mark this task as done.,1
It might crash if we try to,0
The proposal is now locked.,1
He closed the issue yesterday.,1
It should appear in your inbox.,1
She confirmed her availability.,1
"If they approve it, we can then",0
Not sure whether they already,0
They stopped midway through the,0
I confirmed the details with her.,1
Let me log out and check again.,1
I haven’t added the last part because,0
You can download the results.,1
Let’s review this section again after we,0
No more changes are expected.,1
They said it would be ready after the,0
She handled that section efficiently.,1
She was typing something but then she,0
You might want to follow up if,0
Could be a problem with the,0
It would’ve been easier if we had,0
Let’s document the results today.,1
Let’s review the timeline later.,1
It won’t be clear until we,0
They’ve tested the integration already.,1
We were trying to finalize it before,0
The metrics show improvement.,1
I added the new contacts.,1
He acknowledged the request.,1
Everything has been signed off.,1
That part has already been resolved.,1
"Thanks, I’ll update the list.",1
It's added to the project board.,1
"After the call, we should probably",0
We’ll have to confirm with the,0
I’ll notify the rest of the team.,1
Let’s log off for now.,1
"Before I forget, can we",0
"If that’s true, then maybe we",0
The changes were reviewed yesterday.,1
I think we’re good to close this.,1
He didn’t finish the last part of the,0
There’s a delay in the,0
Let’s double-check it before we,0
It’s working smoothly now.,1
I’ve updated the permissions.,1
He’ll submit the form today.,1
I asked him about it but he,0
I was thinking about asking them if,0
He stopped updating the doc after,0
He was preparing the summary but,0
We had a good discussion.,1
The chart was incomplete because,0
He finished the revisions.,1
I was supposed to call him after the,0
We need to look at the data again if,0
She told me about the,0
We’ll need to revisit that after we,0
Nothing else is pending today.,1
They confirmed attendance.,1
She verified the results this morning.,1
It’s confirmed for Friday.,1
It seemed fine until,0
You could ask her about the,0
They accepted the invite already.,1
I’ve just posted the update.,1
They were going to mention it during the,0
Let me know if they,0
They didn’t finalize the design since,0
I'll resend it once I,0
Let’s check again after the,0
They have all the access they need.,1
I’ve pushed the update.,1
She uploaded the files just now.,1
You can close the tab now.,1
This version looks finalized.,1
I meant to bring it up during the,0
He signed off last night.,1
I was about to finish that when,0
The tool didn’t load after I,0
The setup process is complete.,1
They received the brief.,1
We weren’t sure whether it would,0
Please check the final version.,1
That wraps up our session.,1
That depends on how soon we,0
I’ve checked the email thread.,1
It might not work unless we,0
Couldn’t submit it because the,0
She was reviewing the data when,0
Let me share the document now.,1
Let’s finalize the notes now.,1
There’s still something missing in the,0
"If we adjust the timing, then we might",0
We’re ready to wrap this up.,1
You’re all set now.,1
She didn’t provide the details so we,0
They resolved the issue quickly.,1
We didn’t confirm the exact,0
Everything looks fine from here.,1
It was almost done but,0
He asked about it earlier but we,0
Could be a timing issue if we,0
I was going to include that in the,0
It’s been moved to the archive.,1
Let’s proceed with the next item.,1
We sent the feedback earlier.,1
We're right on track with our goals.,1
I’ve archived the old files.,1
"Once we verify the numbers, we can",0
She tried to explain but then she,0
It’s properly formatted now.,1
We reached a consensus.,1
Everything has been backed up.,1
No additional input is needed.,1
"Unless they respond, we can't",0
Not clear if they’ll,0
We couldn’t access it when,0
The tests passed successfully.,1
That sounds good to me.,1
We’ve completed the changes.,1
There might be a conflict if we,0
That’s what I thought until we,0
The review is finished.,1
We were in the middle of the,0
Let’s wait to hear back before we,0
We covered all the topics.,1
That’s everything from our side.,1
All the fields have been completed.,1
Let’s move forward as discussed.,1
"Once that’s done, I’ll",0
We’re done on our end.,1
They shared the report this morning.,1
All dependencies are resolved.,1
We’re locked in for next Tuesday.,1
There might be delays depending on the,0
"Once the test completes, we can",0
Let’s try again after checking the,0
I'll draft a follow-up email.,1
"If it keeps crashing, we’ll have to",0
I’ll handle the task assignment.,1
They stopped working on it after,0
They had trouble loading the,0
I updated the spreadsheet accordingly.,1
They need to confirm before we,0
She approved the updates yesterday.,1
The first version was rejected due to,0
We may need to revisit the question of,0
I verified the test results.,1
It’s scheduled for next week.,1
The latest version didn’t include the,0
"Unless something changes, we won’t",0
I just reviewed your message.,1
We didn’t plan for that scenario where,0
Let’s wait until we get the updated,0
She’s working on the final edits.,1
We cleaned up the formatting.,1
"Before we start, we should probably",0
We weren’t able to finish it because,0
He left a comment about the,0
Everything is now connected.,1
He finished reviewing the proposal.,1
That aligns with what we expected.,1
It seemed like a good idea until,0
She completed the onboarding steps.,1
The task has been reassigned.,1
I shared the files with the team.,1
He confirmed it verbally.,1
Let’s keep things moving forward.,1
The results are in and look good.,1
We're aligned on the approach.,1
We should make a note of the,0
It’s already in your inbox.,1
"If you’re not sure, just ask the",0
There’s still time to adjust the,0
Nothing else is needed at the moment.,1
I'll summarize this discussion later.,1
He tried to rerun the process but,0
He accepted the invitation.,1
Please take a look when you can.,1
Let’s close out this ticket.,1
The list is complete and sorted.,1
The final decision has been made.,1
She mentioned there might be a,0
This matches the client request.,1
I saved the notes but forgot to,0
I was thinking we should probably,0
This will need to be updated if they,0
Let me archive this now.,1
I'll send you the final draft.,1
"If we’re not careful, it could",0
It didn’t appear on the dashboard because,0
"That makes sense, but we also need to",0
I can’t find the file that had the,0
That’s confirmed on my side.,1
She hasn’t replied to the,0
She added the missing details.,1
We're covered on all fronts.,1
They’ve been discussing whether to,0
We published the changes successfully.,1
He was reviewing the document when,0
They told us it would go live after,0
Everyone signed off by noon.,1
We don’t know yet whether they’ll,0
Let’s start wrapping up.,1
We’ve included all requested changes.,1
We made great progress today.,1
We’ve completed the data import.,1
"After the call, I was going to",0
We received confirmation this morning.,1
We haven’t clarified what to do if,0
"We almost finalized it, but",0
You should check with the person who,0
The data was lost when the,0
They may push the meeting if we,0
That’s consistent with our plan.,1
"Before we continue, let me just",0
Let me circle back on that once,0
We included this in the documentation.,1
I’m not sure how long it’ll,0
The chart has been updated.,1
She paused before explaining the,0
That should be everything for now.,1
I think we’re waiting for the,0
There’s no indication they’ll,0
No objections were raised.,1
The updated version was published.,1
The solution has been implemented.,1
The script failed when we tried to,0
That wasn’t included in the final,0
We were missing the chart that shows,0
They’ll get back to us after they,0
We need to follow up with the person who,0
She confirmed the timeline again.,1
We didn’t account for the,0
I’ll schedule a follow-up.,1
We approved it without changes.,1
"Before finalizing, I’d like to",0
They were supposed to send a,0
The final summary looks good.,1
"If we delay any longer, the",0
The report didn’t generate because,0
They haven’t checked the results from the,0
I’ve been meaning to complete the,0
That completes the walkthrough.,1
The setup was successful.,1
We’re moving to the next item.,1
That wasn’t included in the summary because,0
We can’t move forward unless we,0
I was preparing the file but,0
Let me finish the notes today.,1
I’ve cleaned up the formatting.,1
We closed the task last night.,1
We’ve updated the resource links.,1
She’ll finalize it once she,0
Let’s close this out now.,1
It wasn’t clear what they meant by,0
No more revisions are needed.,1
Let’s finalize and send this.,1
The document is now accurate.,1
It depends on whether they respond to the,0
"If it fails again, we’ll need to",0
He gave feedback but didn’t,0
We haven’t validated the new,0
They haven’t provided an ETA for the,0
This version is fully functional.,1
They might want to revisit the,0
He responded with confirmation.,1
The update didn’t reflect in the,0
She finalized the design this morning.,1
Let me ping them again in case they,0
You’ll need to let them know if,0
They said it depends on what we,0
We should reconfirm before they,0
Let me revisit that once we,0
I pushed the update to staging.,1
Let me bring it up when we,0
I started the changes but,0
The configuration is now correct.,1
It’s documented in the report.,1
"Before we deploy, we should",0
Everyone signed off this morning.,1
They responded positively.,1
I wasn’t sure whether we should,0
It’s aligned with the original goal.,1
We’ll update the sheet after we,0
We haven’t heard anything since the,0
We had to wait while they,0
The form was submitted on time.,1
I’ve completed the export.,1
I’m happy with the outcome.,1
The link didn’t work when I,0
She said she’d check but,0
They asked us to submit it before the,0
They’ll fix it as soon as they,0
I confirmed that with the client.,1
We finalized the priorities list.,1
I was trying to add the last few,0
I’ll archive the project later.,1
The access has been granted.,1
I’ve sent the update email.,1
That was probably caused by the,0
She added the missing attachments.,1
Everything appears to be working.,1
The fix went live last night.,1
He needs to complete the final,0
We’ve resolved all known issues.,1
That wraps up our checklist.,1
I’ve tested all scenarios.,1
All edits are reflected now.,1
We missed that part when we,0
That’s what I was worried about when,0
The timeline is set for delivery.,1
Let’s share the results with the team.,1
It won’t load unless we restart the,0
"Thanks, that wraps it up nicely.",1
We should hold off until we hear from,0
I didn’t get the chance to review the,0
The last item has been completed.,1
We’ve reviewed all entries.,1
We’ve captured everything important.,1
We could try again once we’ve,0
"Unless she confirms, we’ll",0
We paused the process after the,0
Everything’s in sync now.,1
We expected an update but,0
She followed up right after the meeting.,1
The case has been closed.,1
We didn’t get the go-ahead from,0
He uploaded the logs this morning.,1
We’re set for deployment.,1
This task is finished.,1
He paused before mentioning the,0
We’ll need to check with the,0
Let’s ask them again after we,0
They’ve accepted the terms.,1
We included all the requested data.,1
Let’s wrap this up now.,1
That aligns with our expectations.,1
We met all the requirements.,1
The new setup wasn’t documented when,0
They approved the budget.,1
She sent the invite a moment ago.,1
The file is already uploaded.,1
That might cause confusion unless we,0
I tried to check the form but,0
The changes have been applied.,1
The settings have been adjusted.,1
We haven’t confirmed the deadline for,0
They asked for changes to the,0
That report was incomplete since,0
The schedule might shift if we don’t,0
The graph didn’t render due to,0
Let’s finalize that once we get the,0
I thought we were supposed to,0
We uploaded the final version.,1
That should’ve been handled before the,0
The last email didn’t include the,0
We lost the file when the system,0
Let’s proceed with the next phase.,1
Let me try again after we reset the,0
We’re still waiting for them to,0
They reviewed it last evening.,1
She said she’d finish it after,0
They didn’t attach the updated,0
The final approval came through.,1
I wasn’t aware that we had to,0
It’s confirmed for Thursday.,1
She asked me to follow up after,0
Everything has been addressed.,1
The changes weren’t applied because,0
He didn’t answer the last question about,0
Let’s check that after the meeting with,0
I’ve scheduled the next meeting.,1
We might need to escalate it if,0
The results weren’t clear because,0
Everything was completed on time.,1
They logged the issue properly.,1
You’ll see it once you log into the,0
All sessions were recorded.,1
You should have access now.,1
We finalized the draft today.,1
The button didn’t work when I,0
It’s unclear if they’ll approve the,0
That’s been added to the report.,1
We’ve synced the schedules.,1
She reviewed the changes just now.,1
The links have been verified.,1
We ran into issues after changing the,0
I pushed the update last night.,1
They haven’t shared the list of,0
He was supposed to email the,0
Please review when you’re free.,1
We’ve captured the latest numbers.,1
We uploaded the signed contract.,1
No further edits are needed.,1
The update was deployed.,1
She marked it as complete.,1
We received the final numbers.,1
They haven’t clarified their position on,0
Everything is in place.,1
It was published earlier today.,1
We had planned to release it before,0
I started the draft but didn’t,0
The form is now active.,1
We need to ask about the missing,0
The final numbers were missing from the,0
We couldn’t update it because,0
He updated the status yesterday.,1
We’ve reviewed the action items.,1
You can check the logs now.,1
He mentioned an issue with the,0
There’s no record of the final,0
All fields have been filled in.,1
I received confirmation via email.,1
That task has been closed.,1
We were in the process of updating the,0
Let’s discuss that after we finish the,0
It’s difficult to proceed without the,0
He sent the signed form today.,1
I didn’t get a chance to check the,0
We’re holding off until we know if,0
It’s ready for the next round.,1
We haven’t submitted the form since,0
The new policy was implemented.,1
It’s been moved to the archive.,1
The deployment went smoothly.,1
Let’s close this session.,1
"We expected it earlier, but",0
"Once they respond, we can then",0
